CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,OVERTIME_PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-17020-641982,2017-02-16,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-20,2017-10-20,PRI,"BR Ricks Farms, Inc.",2482 East 3000 North,N/A,Sugar City,ID,83448,UNITED STATES OF AMERICA,N/A,208-356-7264,,SNAKE RIVER FARMERS ASSOCIATION INC,Joel Anderson,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Potatoes,,3,3,Y,Seasonal,48,8:30 AM,4:30 PM,$11.66,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,0,Felt,ID,83424,Y,Individual Employer,ID Dept. of Commerce & Labor / Alien Labor Unit,887931,2017-01-20,2017-07-05
H-300-17020-647364,2017-02-16,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-15,2017-12-15,PRI,"PACIFICA PERSONNEL, INC.",P.O. BOX 725,"312 E. Mill Street Ste. 102 Santa Maria, CA 93454",SANTA MARIA,CA,93456,UNITED STATES OF AMERICA,,805.331.8405,,,,,,Farm Workers - Vegetable Harvest,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Peas,,34,34,Y,Seasonal,40,07:00 AM,03:30 PM,$12.57,Hour,18.86,,Hour,N,,None,NA,NA,N,,N,,,Y,1,santa maria,CA,93455,Y,H-2A Labor Contractor or Job Contractor,Calfornia,15197314,2017-01-31,2017-07-30
H-300-17020-656669,2017-02-14,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-20,2017-11-15,PRI,"Parkinson Seed Farm, Inc.",PO Box 326,3419 East Hog Hollow Road,St. Anthony,ID,83445,UNITED STATES OF AMERICA,N/A,208-652-7340,,SNAKE RIVER FARMERS ASSOCIATION INC,Joel Anderson,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Alfalfa,,22,22,Y,Seasonal,36,08:00 AM,02:00 PM,$11.66,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,0,St. Anthony,ID,83445,N,Individual Employer,ID Dept. of Commerce and Labor/Alien Labor Unit,887919,2017-01-19,2017-07-18
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,ELVIS WITCHER,9470 SONTAG RD.,,ROCKY MOUNT,VA,24151,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,S.J. BRANDON LLC,P. O. BOX 64,,DUNDAS,VA,23938,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,JOHN C. BLEDSOE,440 TWEEDSIDE LANE,,BLACKSTONE,VA,23824,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,GOLDEN LEAF FARMS,606 BAILEY RD.,,KEYSVILLE,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,JOHN C. NELSON,3054 NELSON CHURCH RD.,,NELSON,VA,24580,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,ROANOKE CREEK FARM,7980 GEORGE WASHINGTON HWY.,,KEYSVILLE,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"GIBBS FARM, INC.",196 GIBBS LANE,,DOLPHIN,VA,23843,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,CLARY FARMS INC.,6467 UNION LEVEL RD.,,SOUTH HILL,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,George Dianis,787 Deerfield Road,,Emporia,VA,23847,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,CALEB T. BURNETTE,2001 SNAKEPATH RD,,BLAIRS,VA,24527,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"AVERETT R. (RUSS) SIMPSON, JR.",1373 PICKAWAY RD.,,VERNON HILL,VA,24597,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"SPRING HOLLOW FARMS, LLC",789 HENRYS MILL RD,,JAVA,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,PROFFITT FARMS LLC,23272 HWY 47,,SOUTH HILL,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"TOBACCO ROAD FARMS, INC.",809 OLD TOBACCO DRIVE,,DOLPHIN,VA,23843,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"C & C FARMS, INC.",1815 KRESS RD.,,RAWLINGS,VA,23876,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"OPIE FARMS, INC.",3918 SKYLINE RD.,,SOUTH HILL,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"RICHARD E. DUNCAN, JR.",2241 CODY RD.,,NATHALIE,VA,24577,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,LAYTON A. POWELL,280 POWELL LANE,,KEYSVILLE,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,YATES FARM INC.,8348 U.S.HWY. 29,,BLAIRS,VA,24527,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,DENNIS J. BURNETT,2501 DODSON RD.,,BLAIRS,VA,24527,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"CIRCLE W FARMS, INC.",2599 BUSY B. ROAD,,SOUTH HILL,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,NEIL S. JONES,437 CLIFTON RD.,,RAWLINGS,VA,23876,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,J & M FARMS,2641 CLIMAX RD.,,CHATHAM,VA,24531,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,MOUNTAIN VALLEY ORGANIC,4166 NORTH FORK RD.,,MARTINSVILLE,VA,24112,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"RICHLOAM FARMS, INC.",571 BAILEY RD.,,KEYSVILLE,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,JONATHAN SHANE HANKS,6377 ONTARIO RD.,,KEYSVILLE,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,HOLLEY BROTHERS INC.,5809 IRISH RD.,,CHATHAM,VA,24531,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,HUDSON FARMS,1008 WHITE LANE,,ALTON,VA,24520,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,0,0,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"JOHN R. BACON, IV",774 REEDY BRANCH RD.,,KENBRIDGE,VA,23944,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,MC BRIDE BROTHERS FARMS,8818 SKIPWITH RD.,,SKIPWITH,VA,23968,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"BARNES FARMS, LLC",19205 BOLSTERS RD.,,STONY CREEK,VA,23882,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,OLD HICKORY FARMS INC.,26819 COURTHOUSE RD.,,STONY CREEK,VA,23882,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"FARRAR SOD FARMS, INC",996 BASKERVILLE RD.,,BASKERVILLE,VA,23915,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,9,9,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"RUSSELL EAST, III",455 E. STORE LANE,,CHATHAM,VA,24531,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,HAWTHORNE FARMS,1099 HARDY ROAD,,LUNENBURG,VA,23952,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"WYLIE FARRAR, JR.",996 BASKERVILLE ROAD,,BASKERVILLE,VA,23915,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,0,0,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"ROBERT FARMS, INC.",1187 FARMERS FIELD RD.,,LAWRENCEVILLE,VA,23868,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,MICHAEL S. ADKINS,4120 BURTON LAKE RD.,,CHATHAM,VA,24531,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"WADE T. BLAIR, III",2535 HINESVILLE RD.,,DANVILLE,VA,24541,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
